,ID,Time,hr,temp,labels
0,0,2023-07-13 00:06:46,0.5573754180804273,0.5146714439552225,0
1,0,2023-07-13 00:04:46,0.49013206748380295,0.4888751757615366,0
2,0,2023-07-13 00:06:05,0.787060960833514,0.43381382068145047,0
3,0,2023-07-13 00:05:11,0.5479555220280518,0.4460663944115939,0
4,0,2023-07-13 00:04:23,0.5242375072823935,0.41463826592923103,0
5,0,2023-07-13 00:05:46,0.44527402890620715,0.4357659049025453,0
6,0,2023-07-13 00:06:59,0.3153900977383759,0.42097795289639595,0
7,0,2023-07-13 00:08:32,0.3665910966147592,0.4426864299217045,0
8,0,2023-07-13 00:09:08,0.7243429425181347,0.45618768863755094,0
9,0,2023-07-13 00:08:44,0.6075533351182656,0.4783832706954237,0
10,0,2023-07-13 00:07:57,0.6813629881358183,0.49566849974313903,0
11,0,2023-07-13 00:08:37,0.6228560180374305,0.5072828711585649,0
12,0,2023-07-13 00:08:22,0.5470706193056669,0.48892806611624373,0
13,0,2023-07-13 00:09:31,0.1933287996998142,0.46910040940036635,0
14,0,2023-07-13 00:11:41,0.5111976155890487,0.4613164997882412,0
15,0,2023-07-13 00:10:09,0.27736267661119735,0.49765161589298085,0
16,0,2023-07-13 00:12:26,0.6533226693949543,0.49643214406629715,0
17,0,2023-07-13 00:11:35,0.626654585306591,0.5357305670850019,0
18,0,2023-07-13 00:11:02,0.4771499151177019,0.4949939021203318,0
19,0,2023-07-13 00:12:30,0.6991746599702622,0.5182340354944412,0
20,0,2023-07-13 00:11:01,0.6780917000055009,0.5096450282126286,0
21,0,2023-07-13 00:10:35,0.5448319144855096,0.5334187249015054,0
22,0,2023-07-13 00:11:49,0.49976778053282755,0.5548035704397505,0
23,0,2023-07-13 00:12:50,0.5532432635993092,0.5637896138255354,0
24,0,2023-07-13 00:13:44,0.34354057150771455,0.5802044902017388,0
25,0,2023-07-13 00:15:32,0.5027682642136008,0.5610013983465446,0
26,0,2023-07-13 00:15:18,0.5066928773347477,0.5712760865492746,0
27,0,2023-07-13 00:15:08,0.4394061897205391,0.5985433826684047,0
28,0,2023-07-13 00:16:32,0.4116422942562984,0.6022396172744527,0
29,0,2023-07-13 00:18:04,0.2734783809509629,0.6273638832430084,0
30,0,2023-07-13 00:18:24,0.37664345344699335,0.6024710158952191,0
31,0,2023-07-13 00:19:56,0.6290318845257648,0.6372680535354226,0
32,0,2023-07-13 00:17:38,0.49541773764418695,0.6264167423127314,0
33,0,2023-07-13 00:18:07,0.5307658738645729,0.6201222391613912,0
34,0,2023-07-13 00:19:37,0.454674276575733,0.6354134792679732,0
35,0,2023-07-13 00:19:40,0.5102743367280193,0.6092707420790198,0
36,0,2023-07-13 00:20:00,0.6696181485246049,0.6119107294846702,0
37,0,2023-07-13 00:19:49,0.2507141958750127,0.6146706063408154,0
38,0,2023-07-13 00:22:18,0.3409917104348268,0.6126877922129539,0
39,0,2023-07-13 00:22:47,0.45292380429911483,0.6185258737735765,0
40,0,2023-07-13 00:24:38,0.47186011214238693,0.6320672184397336,0
